,pregunta_id,clasificacion_tipo,clasificacion
930,20410,nivel 3 prueba de transición,Problemas que involucren la función cuadrática en diversos contextos.
931,20410,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
932,20410,dificultad,Media
933,20410,Subtemas_mx,Resuelve problemas de potencias con exponente entero y aproxima raíces cuadradas.
934,20410,Temas_mx,Multiplicación y división
935,20410,Bloque_mx,"Número, álgebra y variación"
936,20410,Curso MX,Segundo de secundaria
937,20417,suficiencia,no suficiencia
938,20417,mención,Común
939,20417,curso,Primero Medio
940,20417,habilidad cognitiva,Reconocimiento
941,20417,aprendizaje esperado,AE 06
942,20417,indicador LOCE,<p>Identifican ecuaciones literales de primer grado en diversos contextos.</p>
943,20417,sub eje tematico,Ecuaciones de primer grado
944,20417,eje temático,Álgebra
945,20417,unidad LOCE,Álgebra
946,20417,curso PSU,Primero Medio
947,20417,nivel 2 prueba de transición,Ecuaciones e inecuaciones de primer grado
948,20417,nivel 1 prueba de transición,Álgebra y funciones
949,20417,nivel 3 prueba de transición,Problemas que involucren ecuaciones lineales en diversos contextos.
950,20417,habilidad prueba de transición,Comprender
951,20417,dificultad,Fácil
952,20417,eje temático LGE,Álgebra y funciones
953,20417,unidad LGE,Unidad 2
954,20417,habilidad cognitiva LGE,Resolver problemas
955,20417,objetivo de aprendizaje,OA 3 
956,20417,objetivo de aprendizaje,OA A 
957,20417,indicador LGE,Aplican los productos notables en la factorización y la reducción de expresiones algebraicas a situaciones concretas.
958,20417,Evidencias de aprendizaje_CO,Reconoce el uso del signo igual como relación de equivalencia de expresiones algebraicas en los números reales.
959,20417,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
960,20417,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
961,20417,eje tematico colombia,Números y operaciones   
962,20417,Evidencias de aprendizaje_CO,Establece conjeturas apoyándose en las propiedades y relaciones de los números reales al resolver una situación problema.
963,20417,Derechos básicos de aprendizaje_CO,Expresiones algebraicas con números reales
964,20417,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
965,20417,eje tematico colombia,Números y operaciones   
966,20417,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
967,20417,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
968,20417,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
969,20417,eje tematico colombia,Patrones y Álgebra   
970,22440,dificultad,Difícil
971,22440,suficiencia,no suficiencia
972,22440,nivel 2 prueba de transición,Reglas de las probabilidades y probabilidad condicional
973,22440,nivel 3 prueba de transición,Problemas que involucren probabilidad condicional y sus propiedades en diversos contextos.
974,22440,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
975,22440,nivel 1 prueba de transición,Probabilidad y estadística
976,22440,Temas_mx,Probabilidad
977,22440,Bloque_mx,Análisis de datos
978,22984,suficiencia,no suficiencia
979,22984,nivel 2 prueba de transición,Geometría analítica en 2D
980,22984,nivel 1 prueba de transición,Geometría
981,22984,nivel 3 prueba de transición,Pendiente de una recta e intercepto de esta con el eje de la ordenada.
982,22984,habilidad prueba de transición,Comprender
983,22984,dificultad,Fácil
984,22984,Subtemas_mx,"Calcula valores faltantes en problemas de proporcionalidad directa, con constante natural, fracción o decimal (incluyendo tablas de variación)."
985,22984,Temas_mx,Proporcionalidad
986,22984,Bloque_mx,"Número, álgebra y variación"
987,22984,Curso MX,Primero de secundaria
988,23292,componente,Álgebra y Cálculo Genérico
989,23292,nivel colombia,Once
990,23292,competencia,Argumentación
991,23292,suficiencia,no suficiencia
992,23292,eje temático LGE,Álgebra y funciones
993,23292,unidad LGE,Unidad 2
994,23292,objetivo de aprendizaje,OA 5 
995,23292,indicador LGE,Reconocen el cociente – a / b como pendiente de la recta con la ecuación ax + by = c
996,23292,habilidad cognitiva LGE,Argumentar y comunicar
997,23292,objetivo de aprendizaje,OA D 
998,23292,dificultad,Media
999,23292,curso,Primero Medio
1000,23292,nivel 1 prueba de transición,Geometría
1001,23292,nivel 2 prueba de transición,Geometría analítica en 2D
1002,23292,nivel 3 prueba de transición,Posiciones relativas de dos rectas en el plano cartesiano.
1003,23292,habilidad prueba de transición,Aplicar
1004,23292,dificultad,Fácil
1005,23292,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
1006,23292,Temas_mx,Proporcionalidad
1007,23292,Bloque_mx,"Número, álgebra y variación"
1008,23292,Curso MX,Primero de secundaria
1009,23292,habilidad prueba de transición,Argumentar
1010,23292,Evidencias de aprendizaje_CO,"Propone, ejecuta y argumenta la validez o no de procedimientos utilizados para resolver una ecuación lineal y sistemas de ecuaciones lineales"
1011,23292,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
1012,23292,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1013,23292,eje tematico colombia,Números y operaciones   
1014,23292,Evidencias de aprendizaje_CO,Determina y describe relaciones al comparar características de gráficas y expresiones algebraicas o funciones.
1015,23292,Derechos básicos de aprendizaje_CO,Expresiones algebraicas con números reales
1016,23292,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1017,23292,eje tematico colombia,Números y operaciones   
1018,23292,Evidencias de aprendizaje_CO,"Reconoce en expresiones algebraicas las variables, opera con ellas y sobre ellas"
1019,23292,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
1020,23292,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1021,23292,eje tematico colombia,Patrones y Álgebra   
1022,23292,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
1023,23292,Evidencias de aprendizaje_CO,Utiliza representaciones gráficas o numéricas para tomar decisiones en problemas prácticos.
1024,23292,Derechos básicos de aprendizaje_CO,Funciones
1025,23292,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1026,23292,eje tematico colombia,Patrones y Álgebra   
1027,23292,Evidencias de aprendizaje_CO,"Usa la pendiente de la recta tangente como razón de cambio, la reconoce y verbaliza en representaciones gráficas, numéricas y algebraicas."
1028,23297,suficiencia,no suficiencia
1029,23297,nivel 1 prueba de transición,Probabilidad y estadística
1030,23297,nivel 2 prueba de transición,Medidas de tendencia central y rango
1031,23297,nivel 3 prueba de transición,Problemas que involucren medidas de tendencia central y rango en diversos contextos.
1032,23297,dificultad,Media
1033,23297,habilidad prueba de transición,Aplicar
1034,23324,eje temático,Datos y azar
1035,23324,habilidad cognitiva,Aplicación
1036,23324,suficiencia,no suficiencia
1037,23324,curso PSU,Segundo Medio
1038,23324,eje temático LGE,Probabilidad y estadística
1039,23324,unidad LGE,Unidad 4
1040,23324,objetivo de aprendizaje,OA 15 
1041,23324,indicador LGE,"<p>Calculan, describen e interpretan las medidas de posición (cuartiles y percentiles).</p>"
1042,23324,habilidad cognitiva LGE,Argumentar y comunicar
1043,23324,objetivo de aprendizaje,OA D 
1044,23324,dificultad,Media
1045,23324,curso,Octavo Básico
1046,23324,nivel 2 prueba de transición,Medidas de posición
1047,23324,nivel 3 prueba de transición,Cuartiles y percentiles de uno o más grupos de datos.
1048,23324,habilidad prueba de transición,Aplicar
1049,23324,nivel 1 prueba de transición,Probabilidad y estadística
1050,23324,habilidad prueba de transición,Resolver problemas
1051,23324,Evidencias de aprendizaje_CO,Construye diagramas de caja para describir y comparar la distribución de un conjunto de datos.
1052,23324,Derechos básicos de aprendizaje_CO,Diseño estadistico
1053,23324,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
1054,23324,eje tematico colombia,Datos y probabilidad
1055,23324,contenidocentral_mx,Conceptos básicos de Estadística y Probabilidad. Recolección de datos y su clasificación en clases. Uso del conteo y la probabilidad para eventos.
1056,23324,Curso MX,6º Semestre Bachillerato
1057,23324,componente_mx,"Riesgo, inferencia y aleatoriedad: Elementos de la Estadística y la Probabilidad."
1058,23333,suficiencia,no suficiencia
1059,23333,nivel 2 prueba de transición,Representación de datos a través de tablas y gráficos
1060,23333,nivel 3 prueba de transición,Tipos de gráficos que permitan representar datos.
1061,23333,nivel 1 prueba de transición,Probabilidad y estadística
1062,23333,habilidad prueba de transición,Comprender
1063,24665,dificultad,Media
1064,24665,suficiencia,no suficiencia
1065,24665,habilidad cognitiva,Aplicación
1066,24665,sub eje tematico,Funciones
1067,24665,eje temático,Álgebra
1068,24665,curso,Segundo Medio
1069,24665,eje temático LGE,Álgebra y funciones
1070,24665,objetivo de aprendizaje,OA 6 
1071,24665,curso PSU,Segundo Medio
1072,24665,nivel 2 prueba de transición,Función lineal y afín
1073,24665,nivel 1 prueba de transición,Álgebra y funciones
1074,24665,nivel 2 prueba de transición,Función inversa
1075,24665,nivel 3 prueba de transición,Determinación de la función inversa de una función lineal y de una función cuadrática.
1076,24665,habilidad prueba de transición,Aplicar
1077,24665,Subtemas_mx,"Formula expresiones de primer grado para representar propiedades (perímetros y áreas) de figuras geométricas y verifica equivalencia de expresiones, tanto algebraica como geométricamente (análisis de las figuras)."
1078,24665,Temas_mx,"Patrones, figuras geométricas y expresiones equivalentes"
1079,24665,Bloque_mx,"Número, álgebra y variación"
1080,24665,Curso MX,Segundo de secundaria
1081,24665,Subtemas_mx,Calcula el perímetro y área de polígonos regulares y del círculo a partir de diferentes datos.
1082,24665,Temas_mx,Magnitudes y medidas
1083,24665,Bloque_mx,"Forma, espacio y medida"
1084,25021,eje temático,Geometría
1085,25021,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
1086,25021,suficiencia,no suficiencia
1087,25021,curso PSU,Tercero Medio
1088,25021,eje temático LGE,Geometría
1089,25021,unidad LGE,Unidad 3
1090,25021,objetivo de aprendizaje,OA 8 
1091,25021,indicador LGE,Conjeturan sobre el factor de la homotecia.
1092,25021,habilidad cognitiva LGE,Modelar
1093,25021,objetivo de aprendizaje,OA H 
1094,25021,dificultad,Fácil
1095,25021,curso,Primero Medio
1096,25021,curso gradúate,Primer Ciclo
1097,25021,eje temático gradúate,Números y operaciones aritméticas
1098,25021,nivel 1 prueba de transición,Geometría
1099,25021,nivel 2 prueba de transición,"Semejanza, proporcionalidad y homotecia de figuras planas"
1100,25021,nivel 3 prueba de transición,Concepto y propiedades de homotecia.
1101,25021,habilidad prueba de transición,Comprender
1102,25021,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
1103,25021,Temas_mx,Proporcionalidad
1104,25021,Bloque_mx,"Número, álgebra y variación"
1105,25021,Curso MX,Primero de secundaria
1106,25021,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
1107,25021,Temas_mx,Proporcionalidad
1108,25021,Bloque_mx,"Número, álgebra y variación"
1109,25021,Curso MX,Primero de secundaria
1110,25021,Evidencias de aprendizaje_CO,Propone conjeturas sobre configuraciones geométricas o numéricas y las expresa verbal o simbólicamente.
1111,25021,Derechos básicos de aprendizaje_CO,"Problemas numéricos, geométricos y métricos"
1112,25021,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1113,25021,eje tematico colombia,Patrones y Álgebra   
1114,25021,Evidencias de aprendizaje_CO,Valida las conjeturas sobre configuraciones geométricas o numéricas y explica sus conclusiones
1115,25369,suficiencia,no suficiencia
1116,25369,eje temático LGE,Álgebra y funciones
1117,25369,unidad LGE,Unidad 2
1118,25369,objetivo de aprendizaje,OA 4 
1119,25369,indicador LGE,"Resuelven sistemas de ecuaciones lineales utilizando métodos algebraicos de resolución, como eliminación por igualación, sustitución y adición."
1120,25369,habilidad cognitiva LGE,Argumentar y comunicar
1121,25369,objetivo de aprendizaje,OA E 
1122,25369,dificultad,Fácil
1123,25369,curso,Primero Medio
1124,25369,nivel 1 prueba de transición,Álgebra y funciones
1125,25369,nivel 2 prueba de transición,Sistemas de ecuaciones lineales (2x2)
1126,25369,nivel 3 prueba de transición,"Casos en los cuales un sistema tiene una única solución, infinitas soluciones o no tiene solución."
1127,25369,habilidad prueba de transición,Aplicar
1128,25369,Subtemas_mx,"Calcula valores faltantes en problemas de proporcionalidad directa, con constante natural, fracción o decimal (incluyendo tablas de variación)."
1129,25369,Temas_mx,Proporcionalidad
1130,25369,Bloque_mx,"Número, álgebra y variación"
1131,25369,Curso MX,Primero de secundaria
1132,25369,habilidad prueba de transición,Argumentar
1133,25369,Evidencias de aprendizaje_CO,"Propone, ejecuta y argumenta la validez o no de procedimientos utilizados para resolver una ecuación lineal y sistemas de ecuaciones lineales"
1134,25369,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
1135,25369,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1136,25369,eje tematico colombia,Números y operaciones   
1137,25369,Evidencias de aprendizaje_CO,Opera con formas simbólicas que representan cantidades.
1138,25369,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
1139,25369,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1140,25369,eje tematico colombia,Patrones y Álgebra   
1141,25369,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
1142,25369,Evidencias de aprendizaje_CO,"""Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."""
1143,25369,Derechos básicos de aprendizaje_CO,Funciones
1144,25369,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1145,25369,eje tematico colombia,Patrones y Álgebra   
1146,28977,componente,Componente numérico-variacional (9)
1147,28977,nivel colombia,Noveno
1148,28977,suficiencia,no suficiencia
1149,28977,eje temático LGE,Álgebra y funciones
1150,28977,unidad LGE,Unidad 2
1151,28977,objetivo de aprendizaje,OA 10
1152,28977,dificultad,Fácil
1153,28977,curso,Octavo Básico
1154,28977,nivel 1 prueba de transición,Álgebra y funciones
1155,28977,nivel 2 prueba de transición,Función lineal y afín
1156,28977,nivel 3 prueba de transición,Tablas y gráficos de función lineal y función afín.
1157,28977,habilidad cognitiva LGE,Modelar
1158,28977,objetivo de aprendizaje,OA I 
1159,28977,indicador LGE,<p>Elaboran gráficos de funciones afines a y b dadas o con dos puntos dados y verifican que las coordenadas de puntos pertenecientes al gráfico son soluciones de la ecuación $f(x) = a ? x + b$.</p>
1160,28977,habilidad prueba de transición,Aplicar
1161,28977,Evidencias de aprendizaje_CO,"Toma decisiones informadas a partir de exploraciones numéricas, algebraicas o gráficas de los modelos matemáticos usados"
1162,28977,Derechos básicos de aprendizaje_CO,Ecuaciones
1163,28977,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1164,28977,eje tematico colombia,Patrones y Álgebra   
1165,28977,Evidencias de aprendizaje_CO,Identifica la diferencia entre exactitud y aproximación en las diferentes representaciones de los números reales.
1166,28977,Derechos básicos de aprendizaje_CO,Números reales
1167,28977,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1168,28977,eje tematico colombia,Números y operaciones   
1169,28977,Evidencias de aprendizaje_CO,Interpreta expresiones numéricas y toma decisiones con base en su interpretación.
1170,28977,Derechos básicos de aprendizaje_CO,"Problemas numéricos, geométricos y métricos"
1171,28977,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1172,28977,eje tematico colombia,Patrones y Álgebra   
1173,29115,curso,Segundo Medio
1174,29115,eje temático LGE,Números
1175,29115,unidad LGE,Unidad 1
1176,29115,habilidad cognitiva LGE,Representar
1177,29115,objetivo de aprendizaje,OA 2 
1178,29115,objetivo de aprendizaje,OA L 
1179,29115,indicador LGE,Relacionan y caracterizan las raíces por medio de potencias de exponente racional.
1180,29115,dificultad,Media
1181,29115,nivel 1 prueba de transición,Números
1182,29115,nivel 2 prueba de transición,"Potencias, raíces enésimas y logaritmos"
1183,29115,nivel 3 prueba de transición,Propiedades de las potencias de base racional y exponente racional.
1184,29115,habilidad prueba de transición,Modelar
1185,29115,Evidencias de aprendizaje_CO,"Construye representaciones geométricas y numéricas de los números reales (con decimales, raíces, razones, entre otros) y realiza conversiones entre ellas."
1186,29115,Derechos básicos de aprendizaje_CO,Números reales
1187,29115,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1188,29115,eje tematico colombia,Números y operaciones   
1189,29155,aprendizaje esperado,AE 05
1190,29155,unidad LOCE,Álgebra
1191,29155,eje temático,Álgebra
1192,29155,habilidad cognitiva,Aplicación
1193,29155,suficiencia,no suficiencia
1194,29155,curso PSU,Segundo Medio
1195,29155,eje temático LGE,Álgebra y funciones
1196,29155,unidad LGE,Unidad 1
1197,29155,objetivo de aprendizaje,OA 3 
1198,29155,indicador LGE,Aplican los productos notables en el desarrollo de expresiones algebraicas.
1199,29155,habilidad cognitiva LGE,Resolver problemas
1200,29155,objetivo de aprendizaje,OA A 
1201,29155,dificultad,Fácil
1202,29155,curso,Primero Medio
1203,29155,nivel 1 prueba de transición,Álgebra y funciones
1204,29155,nivel 2 prueba de transición,Expresiones algebraicas
1205,29155,nivel 3 prueba de transición,Factorizaciones de expresiones algebraicas.
1206,29155,habilidad prueba de transición,Aplicar
1207,29155,Subtemas_mx,Resuelve problemas de multiplicación con fracciones y decimales y de división con decimales.
1208,29155,Temas_mx,Multiplicación y división
1209,29155,Bloque_mx,"Número, álgebra y variación"
1210,29155,Curso MX,Primero de secundaria
1211,29155,Subtemas_mx,Resuelve problemas de multiplicación con fracciones y decimales y de división con decimales.
1212,29155,Temas_mx,Multiplicación y división
1213,29155,Bloque_mx,"Número, álgebra y variación"
1214,29155,Curso MX,Primero de secundaria
1215,29155,Evidencias de aprendizaje_CO,Reconoce el uso del signo igual como relación de equivalencia de expresiones algebraicas en los números reales.
1216,29155,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
1217,29155,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1218,29155,eje tematico colombia,Números y operaciones   
1219,29155,Evidencias de aprendizaje_CO,Establece conjeturas apoyándose en las propiedades y relaciones de los números reales al resolver una situación problema.
1220,29155,Derechos básicos de aprendizaje_CO,Expresiones algebraicas con números reales
1221,29155,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1222,29155,eje tematico colombia,Números y operaciones   
1223,29155,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
1224,29155,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
1225,29155,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1226,29155,eje tematico colombia,Patrones y Álgebra   
1227,29213,dificultad,Muy Fácil
1228,29213,suficiencia,no suficiencia
1229,29213,curso,Segundo Medio
1230,29213,habilidad cognitiva,Aplicación
1231,29213,aprendizaje esperado,AE 02
1232,29213,unidad LOCE,Datos y azar
1233,29213,nivel 2 prueba de transición,Medidas de posición
1234,29213,nivel 3 prueba de transición,Cuartiles y percentiles de uno o más grupos de datos.
1235,29213,habilidad prueba de transición,Aplicar
1236,29213,dificultad,Media
1237,29213,nivel 1 prueba de transición,Probabilidad y estadística
1238,29213,habilidad prueba de transición,Resolver problemas
1239,29213,Subtemas_mx,"Resuelve problemas de multiplicación y división con números enteros, fracciones y decimales positivos y negativos."
1240,29213,Temas_mx,Multiplicación y división
1241,29213,Bloque_mx,"Número, álgebra y variación"
1242,29213,Curso MX,Segundo de secundaria
1243,29213,Subtemas_mx,Resuelve problemas de multiplicación y división con fracciones y decimales positivos.
1244,29213,Temas_mx,Estadística
1245,29213,Bloque_mx,Análisis de datos
1246,34285,dificultad,Media
1247,34285,suficiencia,no suficiencia
1248,34285,mención,Común
1249,34285,curso,Segundo Medio
1250,34285,habilidad cognitiva,Aplicación
1251,34285,sub eje tematico,Función cuadrática
1252,34285,eje temático,Álgebra
1253,34285,eje temático LGE,Álgebra y funciones
1254,34285,objetivo de aprendizaje,OA 4 
1255,34285,curso PSU,Segundo Medio
1256,34285,nivel 2 prueba de transición,Función cuadrática
1257,34285,nivel 1 prueba de transición,Álgebra y funciones
1258,34285,nivel 3 prueba de transición,Puntos especiales de la gráfica de la función cuadrática: vértice e intersección con los ejes.
1259,34285,habilidad prueba de transición,Comprender
1260,34285,dificultad,Fácil
1261,34285,unidad LGE,Unidad 2
1262,34285,objetivo de aprendizaje,OA 3 
1263,34285,indicador LGE,"Grafican y derivan la función para distintos valores de sus parámetros, obteniendo la forma canónica y = a(x – d)2 + e."
1264,34285,habilidad cognitiva LGE,Resolver problemas
1265,34285,objetivo de aprendizaje,OA C 
1266,34285,Subtemas_mx,Resuelve problemas de potencias con exponente entero y aproxima raíces cuadradas.
1267,34285,Temas_mx,Multiplicación y división
1268,34285,Bloque_mx,"Número, álgebra y variación"
1269,34285,Curso MX,Segundo de secundaria
1270,34285,Subtemas_mx,Resuelve problemas de potencias con exponente entero y aproxima raíces cuadradas.
1271,34285,Temas_mx,Multiplicación y división
1272,34285,Bloque_mx,"Número, álgebra y variación"
1273,34285,Curso MX,Segundo de secundaria
1274,34285,Evidencias de aprendizaje_CO,"Reconoce en expresiones algebraicas las variables, opera con ellas y sobre ellas"
1275,34285,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
1276,34285,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1277,34285,eje tematico colombia,Patrones y Álgebra   
1278,34285,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
1279,34285,Evidencias de aprendizaje_CO,"""Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."""
1280,34285,Derechos básicos de aprendizaje_CO,Funciones
1281,34285,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1282,34285,eje tematico colombia,Patrones y Álgebra   
1283,34285,Evidencias de aprendizaje_CO,Reconoce magnitudes definidas como razones de cambio entre otras magnitudes.
1284,34285,Derechos básicos de aprendizaje_CO,Noción de derivada
1285,34285,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1286,34285,eje tematico colombia,Números y operaciones   
1287,34285,Evidencias de aprendizaje_CO,Calcula derivadas de funciones.
1288,34285,Derechos básicos de aprendizaje_CO,Derivadas de funciones
1289,34285,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1290,34285,eje tematico colombia,Patrones y Álgebra   
1291,1040564,nivel 2 prueba de transición,Sistemas de ecuaciones lineales (2x2)
1292,1040564,nivel 1 prueba de transición,Álgebra y funciones
1293,1040564,nivel 3 prueba de transición,Resolución de sistemas de ecuaciones lineales.
1294,1040564,habilidad prueba de transición,Aplicar
1295,1040564,dificultad,Media
1296,1040564,suficiencia,no suficiencia
1297,1040564,Subtemas_mx,Resuelve problemas de potencias con exponente entero y aproxima raíces cuadradas.
1298,1040564,Temas_mx,Multiplicación y división
1299,1040564,Bloque_mx,"Número, álgebra y variación"
1300,1040564,Curso MX,Segundo de secundaria
1301,1044796,curso,Primero Medio
1302,1044796,eje temático LGE,Números
1303,1044796,unidad LGE,Unidad 1
1304,1044796,habilidad cognitiva LGE,Resolver problemas
1305,1044796,objetivo de aprendizaje,OA 1 
1306,1044796,objetivo de aprendizaje,OA A 
1307,1044796,indicador LGE,"Identifican el tipo de número, racional, entero y natural, y las operaciones involucradas."
1308,1044796,dificultad,Media
1309,1044796,nivel 1 prueba de transición,Números
1310,1044796,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
1311,1044796,nivel 3 prueba de transición,"Operaciones y orden en el conjunto de los números enteros, racionales y reales."
1312,1044796,habilidad prueba de transición,Aplicar
1313,1044796,suficiencia,no suficiencia
1314,1044796,Evidencias de aprendizaje_CO,"Construye representaciones geométricas y numéricas de los números reales (con decimales, raíces, razones, entre otros) y realiza conversiones entre ellas."
1315,1044796,Derechos básicos de aprendizaje_CO,Números reales
1316,1044796,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1317,1044796,eje tematico colombia,Números y operaciones   
1318,1044817,eje temático,Geometría
1319,1044817,habilidad cognitiva,Aplicación
1320,1044817,suficiencia,no suficiencia
1321,1044817,curso PSU,Primero Medio
1322,1044817,eje temático LGE,Geometría
1323,1044817,unidad LGE,Unidad 3
1324,1044817,objetivo de aprendizaje,OA 9 
1325,1044817,indicador LGE,"Resuelven problemas geométricos, de la vida diaria y de otras asignaturas, que involucran los teoremas de Tales n° 1 y n° 2."
1326,1044817,habilidad cognitiva LGE,Resolver problemas
1327,1044817,objetivo de aprendizaje,OA A 
1328,1044817,curso,Primero Medio
1329,1044817,nivel 1 prueba de transición,Geometría
1330,1044817,nivel 2 prueba de transición,"Semejanza, proporcionalidad y homotecia de figuras planas"
1331,1044817,nivel 3 prueba de transición,Problemas que involucren semejanza en diversos contextos.
1332,1044817,habilidad prueba de transición,Resolver problemas
1333,1044817,Subtemas_mx,Formula expresiones algebraicas de primer grado a partir de sucesiones y las utiliza para analizar propiedades de la sucesión que representan.
1334,1044817,Temas_mx,"Patrones, figuras geométricas y expresiones equivalentes"
1335,1044817,Bloque_mx,"Número, álgebra y variación"
1336,1044817,Curso MX,Primero de secundaria
1337,1044817,Evidencias de aprendizaje_CO,Resuelve problemas utilizando teoremas básicos.
1338,1044817,Derechos básicos de aprendizaje_CO,Teoremas de figuras geométricas
1339,1044817,Categoría organizadora_CO,Espacial y sistemas geométricos     
1340,1044817,eje tematico colombia,Geometría
1341,1044817,Evidencias de aprendizaje_CO,Explica criterios de semejanza y congruencia a partir del Teorema de Thales.
1342,1044817,Derechos básicos de aprendizaje_CO,Regularidades de las figuras bidimensionales
1343,1044817,Categoría organizadora_CO,Espacial y sistemas geométricos     
1344,1044817,eje tematico colombia,Geometría
1345,1044817,dificultad,Media
1346,1044817,habilidad prueba de transición,Aplicar
1347,1044819,suficiencia,no suficiencia
1348,1044819,eje temático LGE,Álgebra y funciones
1349,1044819,unidad LGE,Unidad 2
1350,1044819,objetivo de aprendizaje,OA 3 
1351,1044819,indicador LGE,"Grafican funciones cuadráticas a partir de una tabla de valores en la cual están dados los diferentes parámetros a, b, c."
1352,1044819,habilidad cognitiva LGE,Argumentar y comunicar
1353,1044819,objetivo de aprendizaje,OA D 
1354,1044819,dificultad,Media
1355,1044819,curso,Segundo Medio
1356,1044819,nivel 1 prueba de transición,Álgebra y funciones
1357,1044819,nivel 2 prueba de transición,Función cuadrática
1358,1044819,nivel 3 prueba de transición,Problemas que involucren la función cuadrática en diversos contextos.
1359,1044819,Subtemas_mx,Resuelve problemas de potencias con exponente entero y aproxima raíces cuadradas.
1360,1044819,Temas_mx,Multiplicación y división
1361,1044819,Bloque_mx,"Número, álgebra y variación"
1362,1044819,Curso MX,Segundo de secundaria
1363,1044819,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1364,1044819,Evidencias de aprendizaje_CO,Determina y describe relaciones al comparar características de gráficas y expresiones algebraicas o funciones.
1365,1044819,Derechos básicos de aprendizaje_CO,Expresiones algebraicas con números reales
1366,1044819,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1367,1044819,eje tematico colombia,Números y operaciones   
1368,1044819,Evidencias de aprendizaje_CO,"Reconoce en expresiones algebraicas las variables, opera con ellas y sobre ellas"
1369,1044819,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
1370,1044819,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1371,1044819,eje tematico colombia,Patrones y Álgebra   
1372,1044819,Evidencias de aprendizaje_CO,"""Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."""
1373,1044819,Derechos básicos de aprendizaje_CO,Funciones
1374,1044819,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1375,1044819,eje tematico colombia,Patrones y Álgebra   
